file_id,bucket,genus,comps,faces,verts,closed,vertex_manifold,edge_manifold,oriented,self_intersections,boundary_edges,solid,euler,stl_kind,stl_tris,bytes,category,subcategory,name,tags,license,thing_id
1036393,genus1,1,1,784,392,True,True,True,True,0,0,True,0,ascii,784,133713,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036462,genus1,1,1,844,422,True,True,True,True,0,0,True,0,ascii,844,168321,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036312,genus1,1,1,1016,508,True,True,True,True,0,0,True,0,ascii,1016,205244,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036650,genus1,1,1,1016,508,True,True,True,True,0,0,True,0,ascii,1016,205244,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036313,genus1,1,1,1850,925,True,True,True,True,0,0,True,0,ascii,1850,372689,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036311,genus1,1,1,2208,1104,True,True,True,True,0,0,True,0,ascii,2208,459282,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1315838,genus1,1,1,3280,1640,True,True,True,True,0,0,True,0,binary,3280,164084,tools,,PCB Workstation with Articulated Arms ,arms;articulated;ball_and_socket;electronics;grabber;hook;pcb_holder;printed_circuit_board;terminals;test_clip;third_hand,Creative Commons - Attribution - Non-Commercial,801279
1315839,genus1,1,1,3280,1640,True,True,True,True,0,0,True,0,binary,3280,164084,tools,,PCB Workstation with Articulated Arms ,arms;articulated;ball_and_socket;electronics;grabber;hook;pcb_holder;printed_circuit_board;terminals;test_clip;third_hand,Creative Commons - Attribution - Non-Commercial,801279
1315842,genus1,1,1,10330,5165,True,True,True,True,0,0,True,0,binary,10330,516584,tools,,PCB Workstation with Articulated Arms ,arms;articulated;ball_and_socket;electronics;grabber;hook;pcb_holder;printed_circuit_board;terminals;test_clip;third_hand,Creative Commons - Attribution - Non-Commercial,801279
1315844,genus1,1,1,10704,5352,True,True,True,True,0,0,True,0,binary,10704,535284,tools,,PCB Workstation with Articulated Arms ,arms;articulated;ball_and_socket;electronics;grabber;hook;pcb_holder;printed_circuit_board;terminals;test_clip;third_hand,Creative Commons - Attribution - Non-Commercial,801279
69265,genus2,2,1,778,387,True,True,True,True,0,0,True,-2,binary,778,38984,hobby,sports-and-outdoors,Bike Stand Tool & Parts Tray  // Park & Spin Doctor ,bicycle;bike;clip;doctor;doctors;holder;park;spin;stand;tool;tray;wrench,Creative Commons - Attribution,22569
69267,genus2,2,1,788,392,True,True,True,True,0,0,True,-2,binary,788,39484,hobby,sports-and-outdoors,Bike Stand Tool & Parts Tray  // Park & Spin Doctor ,bicycle;bike;clip;doctor;doctors;holder;park;spin;stand;tool;tray;wrench,Creative Commons - Attribution,22569
1053568,genus2,2,1,3988,1992,True,True,True,True,0,0,True,-2,binary,3988,199484,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036399,genus2,2,1,4804,2400,True,True,True,True,0,0,True,-2,ascii,4804,968783,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036317,genus2,2,1,9124,4560,True,True,True,True,3,0,False,-2,ascii,9124,1834993,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036320,genus2,2,1,9124,4560,True,True,True,True,3,0,False,-2,ascii,9124,1835115,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036315,genus2,2,1,9436,4716,True,True,True,True,0,0,True,-2,ascii,9436,1903114,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1339228,genus2,2,1,12228,6112,True,True,True,True,4,0,False,-2,binary,12228,611484,tools,,PCB Workstation with Articulated Arms ,arms;articulated;ball_and_socket;electronics;grabber;hook;pcb_holder;printed_circuit_board;terminals;test_clip;third_hand,Creative Commons - Attribution - Non-Commercial,801279
1036654,genus3_5,5,1,1604,794,True,True,True,True,0,0,True,-8,ascii,1604,318781,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036653,genus3_5,5,1,2660,1322,True,True,True,True,0,0,True,-8,ascii,2660,536500,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036655,genus3_5,5,1,2660,1322,True,True,True,True,0,0,True,-8,ascii,2660,536490,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1378611,genus3_5,4,1,3192,1590,True,True,True,True,0,0,True,-6,binary,3192,159684,tools,,PCB Workstation with Articulated Arms ,arms;articulated;ball_and_socket;electronics;grabber;hook;pcb_holder;printed_circuit_board;terminals;test_clip;third_hand,Creative Commons - Attribution - Non-Commercial,801279
1036398,genus3_5,4,1,4326,2157,True,True,True,True,0,0,True,-6,ascii,4326,884362,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036468,genus3_5,4,1,4592,2290,True,True,True,True,0,0,True,-6,ascii,4592,926987,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036657,genus3_5,3,1,8956,4474,True,True,True,True,0,0,True,-4,ascii,8956,1836602,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036656,genus3_5,3,1,9272,4632,True,True,True,True,1390,0,False,-4,ascii,9272,1869872,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036316,genus3_5,3,1,10228,5110,True,True,True,True,0,0,True,-4,ascii,10228,2073076,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036652,genus3_5,3,1,10228,5110,True,True,True,True,0,0,True,-4,ascii,10228,2073076,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036658,genus6_11,11,1,8528,4244,True,True,True,True,0,0,True,-20,ascii,8528,1800048,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1053375,genus6_11,7,1,20696,10336,True,True,True,True,0,0,True,-12,binary,20696,1034884,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1053377,genus6_11,7,1,25388,12682,True,True,True,True,0,0,True,-12,ascii,25388,5293733,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1053376,genus6_11,10,1,42612,21288,True,True,True,True,148,0,False,-18,ascii,42612,8878958,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1065031,genus6_11,6,1,44926,22453,True,True,True,True,38,0,False,-10,binary,44926,2246384,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1065032,genus6_11,10,1,97048,48506,True,True,True,True,117,0,False,-18,binary,97048,4852484,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
591245,genus6_11,6,1,4950,2465,True,True,True,True,0,0,True,-10,binary,4950,247584,3d-printing,,3D printed mechanical Clock with Anchor Escapement ,clock;escapement;gear;handle;mechanical;planetary_gear;printable;pulley;screw;spring;winding,Creative Commons - Attribution - Share Alike,328569
591227,genus6_11,6,1,6240,3110,True,True,True,True,0,0,True,-10,binary,6240,312084,3d-printing,,3D printed mechanical Clock with Anchor Escapement ,clock;escapement;gear;handle;mechanical;planetary_gear;printable;pulley;screw;spring;winding,Creative Commons - Attribution - Share Alike,328569
1646897,genus12plus,18,1,5426,2679,True,True,True,True,0,0,True,-34,binary,5426,271384,tools,,PCB Workstation with Articulated Arms ,arms;articulated;ball_and_socket;electronics;grabber;hook;pcb_holder;printed_circuit_board;terminals;test_clip;third_hand,Creative Commons - Attribution - Non-Commercial,801279
1320334,genus12plus,20,1,7240,3582,True,True,True,True,0,0,True,-38,binary,7240,362084,tools,,PCB Workstation with Articulated Arms ,arms;articulated;ball_and_socket;electronics;grabber;hook;pcb_holder;printed_circuit_board;terminals;test_clip;third_hand,Creative Commons - Attribution - Non-Commercial,801279
1315837,genus12plus,20,1,7438,3681,True,True,True,True,0,0,True,-38,binary,7438,371984,tools,,PCB Workstation with Articulated Arms ,arms;articulated;ball_and_socket;electronics;grabber;hook;pcb_holder;printed_circuit_board;terminals;test_clip;third_hand,Creative Commons - Attribution - Non-Commercial,801279
1315834,genus12plus,20,1,7450,3687,True,True,True,True,0,0,True,-38,binary,7450,372584,tools,,PCB Workstation with Articulated Arms ,arms;articulated;ball_and_socket;electronics;grabber;hook;pcb_holder;printed_circuit_board;terminals;test_clip;third_hand,Creative Commons - Attribution - Non-Commercial,801279
1315832,genus12plus,20,1,7480,3702,True,True,True,True,0,0,True,-38,binary,7480,374084,tools,,PCB Workstation with Articulated Arms ,arms;articulated;ball_and_socket;electronics;grabber;hook;pcb_holder;printed_circuit_board;terminals;test_clip;third_hand,Creative Commons - Attribution - Non-Commercial,801279
1036392,genus12plus,13,1,7722,3837,True,True,True,True,0,0,True,-24,ascii,7722,1607496,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1315830,genus12plus,24,1,8470,4189,True,True,True,True,0,0,True,-46,binary,8470,423584,tools,,PCB Workstation with Articulated Arms ,arms;articulated;ball_and_socket;electronics;grabber;hook;pcb_holder;printed_circuit_board;terminals;test_clip;third_hand,Creative Commons - Attribution - Non-Commercial,801279
1315835,genus12plus,24,1,8500,4204,True,True,True,True,0,0,True,-46,binary,8500,425084,tools,,PCB Workstation with Articulated Arms ,arms;articulated;ball_and_socket;electronics;grabber;hook;pcb_holder;printed_circuit_board;terminals;test_clip;third_hand,Creative Commons - Attribution - Non-Commercial,801279
69266,multi_2_3,13,2,29840,14898,True,True,True,True,18,0,False,-22,binary,29840,1492084,hobby,sports-and-outdoors,Bike Stand Tool & Parts Tray  // Park & Spin Doctor ,bicycle;bike;clip;doctor;doctors;holder;park;spin;stand;tool;tray;wrench,Creative Commons - Attribution,22569
69268,multi_2_3,13,2,30320,15138,True,True,True,True,20,0,False,-22,binary,30320,1516084,hobby,sports-and-outdoors,Bike Stand Tool & Parts Tray  // Park & Spin Doctor ,bicycle;bike;clip;doctor;doctors;holder;park;spin;stand;tool;tray;wrench,Creative Commons - Attribution,22569
110213,multi_2_3,20,2,4336,2132,True,True,True,True,0,0,True,-36,binary,4336,216884,tools,parts,Uniform and scalable reduction gear (1:256) ,3d;education;gear;gearbox;gears;modular;motor;mount;part;ratio;reduce;reducer;reductor;reprap;rome_gear;speed;torque;transmission;useful,Creative Commons - Attribution - Share Alike,38787
1437919,multi_2_3,2,2,4900,2450,True,True,True,True,6,0,False,0,binary,4900,245084,household,organization,SHARKZ... Fun Multipurpose Clips / Holders / Pegs with moving jaws that bite! ,animals;attention;cartoon;clamp;clever;clip;clothes_peg;clothpegs;container;designer;easy;easy_print;entertaining;fastener;fish;fun;holder;jaws;jawz;kitchen;memo;movie;moving;mr;mr_jaws;mrjaws;mrjawz;note;notes;novelty;office;peg;pegs;practical;print;quick;shark;sharks;sharkz;simple;smart;spring;springy;stationery;unique,Creative Commons - Attribution,910216
908189,multi_2_3,1,2,17204,8604,True,True,True,True,149,0,False,2,binary,17204,860284,3d-printing,3d-printer-accessories,Universal stand-alone filament spool holder (Fully 3D-printable) ,bukobot;cable_spool;carousel;desktop;felix;felix_3d_printer;felix_printers;felixprinter;felixprinters;filament;filament-spool;filament_drive;filament_guide;filament_holder;filament_spool;filament_spool_holder;filter;guide-tube;guide_tube;holder;lubrication;oil;printrbot;printrbot_simple;printrbot_simple_metal;reel;reel_stand;reprap;rotating;rotating_platform;spool;spool-holder;spool_mount;spool_stand;spoolholder;stand;universal;wilson,Creative Commons - Attribution,508896
914816,multi_2_3,0,2,33970,16989,True,True,True,True,10,0,False,4,binary,33970,1698584,3d-printing,3d-printer-accessories,Universal stand-alone filament spool holder (Fully 3D-printable) ,bukobot;cable_spool;carousel;desktop;felix;felix_3d_printer;felix_printers;felixprinter;felixprinters;filament;filament-spool;filament_drive;filament_guide;filament_holder;filament_spool;filament_spool_holder;filter;guide-tube;guide_tube;holder;lubrication;oil;printrbot;printrbot_simple;printrbot_simple_metal;reel;reel_stand;reprap;rotating;rotating_platform;spool;spool-holder;spool_mount;spool_stand;spoolholder;stand;universal;wilson,Creative Commons - Attribution,508896
122482,multi_2_3,7,3,1344,664,True,True,True,True,0,0,True,-8,ascii,1344,239994,household,bathroom,Tube roller ,make-up;supportless;tool;toothpaste,Creative Commons - Attribution - Share Alike,44200
215845,multi_2_3,10,2,2040,1004,True,True,True,True,0,0,True,-16,binary,2040,102084,toys-and-games,mechanical-toys,Motorised Marble Machine ,machine;marble;motor;motorised;motorized,Creative Commons - Attribution,98669
1036402,multi_4_9,16,5,58672,29314,True,True,True,True,0,0,True,-22,ascii,58672,12053423,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
591244,multi_4_9,4,4,2304,1152,True,True,True,True,0,0,True,0,binary,2304,115284,3d-printing,,3D printed mechanical Clock with Anchor Escapement ,clock;escapement;gear;handle;mechanical;planetary_gear;printable;pulley;screw;spring;winding,Creative Commons - Attribution - Share Alike,328569
591248,multi_4_9,4,4,9600,4800,True,True,True,True,0,0,True,0,binary,9600,480084,3d-printing,,3D printed mechanical Clock with Anchor Escapement ,clock;escapement;gear;handle;mechanical;planetary_gear;printable;pulley;screw;spring;winding,Creative Commons - Attribution - Share Alike,328569
1158263,multi_4_9,0,4,1616,816,True,True,True,True,0,0,True,8,binary,1616,80884,household,kitchen-and-dining,micro-BLOCK ,bottleopener;corkscrew;countertop;countertopchallenge;firstbuild;ipad;ipad_mini;ipad_mini_stand;ipad_stand;kitchen;kitchen_tool;knife;magnet;measuringcups;measuringspoons;pennies;samsung_galaxy_s3;samsung_galaxy_s_iii;thermometer,Creative Commons - Attribution - Share Alike,721685
1706470,multi_4_9,3,4,160140,80072,True,True,True,True,86,0,False,2,binary,160140,8007084,3d-printing,3d-printing-tests,Smartphone Photo Studio for #3DBenchy and tiny stuff ,360-video;3dbenchy;arthropodology;camera_rig;crank;flashlight;iphone;iphone_6;iphone_6s;macro;macro_photography;mobile;photo;photo-studio;photo_studio;photography;photostudio;rig;samsung;smartphone;smartphone_holder;smartphone_mount;smartphone_stand;smartphoneholder;softbox;stand;studio_lights;tripod;turn-table;turntable,Creative Commons - Attribution - Share Alike,1085472
